,recency,recency,recency,frequency,frequency,frequency,monetary,monetary,monetary
,mean,median,count,mean,median,count,mean,median,count
cluster,,,,,,,,,
0,-0.27594143,-0.31344905,91297,-0.14251432,-0.18326,91297,-0.120601974,-0.14265263,91297
1,2.8947055,2.9912798,8703,1.4950168,0.83076686,8703,1.2651498,0.37278682,8703
